2126	1849	0.225279
2126	1870	0.223196
2126	2115	0.221357
2126	5189	0.225279
2126	2072	0.223196
2126	4923	0.218261
2126	4805	0.216946
2126	2687	0.218261
2126	2042	0.221357
2126	1454	0.218261
2126	1463	0.219723
2126	3345	0.225279
2126	4686	0.225279
2126	1465	0.219723
2126	2378	0.218261
4910	1849	0.212456
2126	2290	0.215755
2126	4241	0.219723
2126	3788	0.211946
2126	2270	0.213685
2126	615	0.219723
2126	1000	0.211946
2126	449	0.208612
4910	1870	0.210373
2126	277	0.207571
2126	2296	0.214673
4910	2115	0.208535
2126	1100	0.216946
2126	210	0.210464
2126	3888	0.219723
2126	736	0.230407
4910	5189	0.212456
2126	1688	0.225279
4910	2072	0.210373
2126	2846	0.223196
2126	2912	0.219723
2126	3501	0.213685
4910	4923	0.205439
2126	2139	0.247501
2126	1883	0.218261
4910	4805	0.204123
2126	4739	0.213685
2126	1330	0.225279
4910	2687	0.205439
2126	2867	0.233612
4910	2042	0.208535
4910	1454	0.205439
4910	1463	0.206901
4910	3345	0.212456
2126	3210	0.212779
