3947	277	0.0469563
4014	277	0.0630305
3947	449	0.0479979
2041	277	0.124565
4014	449	0.0640722
2041	449	0.125607
2061	277	0.118016
3947	4617	0.0505621
3947	1100	0.0563313
3947	3888	0.0591091
3947	543	0.0521646
4014	4617	0.0666363
4014	1100	0.0724055
2061	449	0.119057
4014	3888	0.0751833
1725	277	0.046399
3947	1870	0.0625813
3947	3651	0.045617
4014	543	0.0682389
3947	2290	0.0551408
3947	2042	0.060743
4386	277	0.0564222
2041	1100	0.13394
3947	1000	0.0513313
2041	4617	0.128171
4014	3651	0.0616912
3947	2296	0.0540586
2041	3888	0.136718
4014	1870	0.0786555
3947	3788	0.0513313
4014	2290	0.0712151
3947	1849	0.0646646
4014	1000	0.0674055
3947	4923	0.0576471
1725	449	0.0474406
4014	2042	0.0768173
3029	277	0.0442278
3947	2270	0.0530704
3947	2072	0.0625813
3947	2687	0.0576471
3947	1454	0.0576471
2041	543	0.129774
2041	3651	0.123226
3947	210	0.0498498
4014	2296	0.0701328
3947	1463	0.0591091
4014	3210	0.0682389
3947	3345	0.0646646
3947	3501	0.0530704
3947	4739	0.0530704
